vendor_id,total_orders,accepted_orders,avg_rating,cancellation_rate,complaints_count,performance
5347,3949,3934,5.0,0.28,67,Poor
5348,1066,463,4.7,0.47,60,Poor
5349,2112,1015,3.8,0.33,45,Poor
5350,888,813,5.0,0.48,31,Poor
5351,1687,430,4.3,0.05,18,Good
5352,4371,697,3.0,0.42,66,Poor
5353,3546,1833,3.5,0.17,3,Poor
5354,1863,1581,3.3,0.41,24,Poor
5355,3529,472,3.4,0.43,72,Poor
5356,1501,438,4.4,0.14,20,Average
5357,2363,1158,4.0,0.2,86,Poor
5358,1564,70,2.6,0.36,92,Poor
5359,1281,229,4.7,0.05,93,Average
5360,1695,907,3.2,0.38,88,Poor
5361,3049,1946,5.0,0.06,92,Average
5362,3490,3060,4.9,0.46,97,Poor
5363,4106,3993,4.9,0.14,13,Average
5364,355,320,4.5,0.29,21,Poor
5365,3586,1897,3.1,0.06,47,Poor
5366,1773,646,3.8,0.13,50,Average
5367,1739,698,3.1,0.2,79,Poor
5368,1567,1478,3.1,0.24,10,Poor
5369,3967,2844,4.0,0.0,58,Average
5370,469,246,2.6,0.44,13,Poor
5371,2986,682,4.9,0.0,6,Excellent
5372,3912,287,4.8,0.39,68,Poor
5373,4279,2183,3.5,0.24,57,Poor
5374,1500,773,3.8,0.26,39,Poor
5375,3146,1372,3.7,0.1,92,Average
5376,3311,1888,4.7,0.3,80,Poor
5377,1214,1083,4.2,0.27,93,Poor
5378,1919,201,3.2,0.08,24,Poor
5379,1869,1533,3.6,0.12,77,Average
5380,2755,922,3.6,0.03,41,Average
5381,3565,3364,4.9,0.03,85,Average
5382,1392,1162,2.9,0.01,43,Poor
5383,2276,1526,2.7,0.11,4,Poor
5384,1129,528,4.7,0.34,27,Poor
5385,4256,2159,4.7,0.16,75,Average
5386,4613,4264,4.7,0.17,99,Average
5387,2829,2184,3.8,0.07,59,Average
5388,2578,2525,4.1,0.29,76,Poor
5389,863,584,3.9,0.17,20,Average
5390,2081,1820,2.7,0.34,95,Poor
5391,372,281,4.0,0.37,48,Poor
5392,3019,1862,2.5,0.29,55,Poor
5393,953,253,3.3,0.14,56,Poor
5394,1591,1418,4.8,0.25,84,Poor
5395,3553,1590,3.3,0.13,60,Poor
5396,2703,1893,4.8,0.45,37,Poor
5397,2526,1992,3.1,0.38,72,Poor
5398,3390,2264,3.3,0.25,1,Poor
5399,4293,2462,4.1,0.48,2,Poor
5400,1191,733,4.4,0.27,42,Poor
5401,899,804,3.8,0.16,73,Average
5402,416,55,4.7,0.05,34,Average
5403,2947,242,2.6,0.27,72,Poor
5404,1139,883,4.8,0.43,39,Poor
5405,4091,3880,3.0,0.43,95,Poor
5406,2088,549,4.7,0.3,84,Poor
5407,2910,1231,3.5,0.2,57,Poor
5408,4320,1445,4.6,0.33,33,Poor
5409,1904,276,4.2,0.38,24,Poor
5410,4733,673,2.9,0.21,55,Poor
5411,544,155,4.8,0.24,31,Poor
5412,3232,1862,3.1,0.34,21,Poor
5413,1834,610,3.1,0.44,88,Poor
5414,3560,463,4.5,0.4,64,Poor
5415,3836,2485,2.8,0.01,99,Poor
5416,4180,2877,3.1,0.06,20,Poor
5417,1048,1011,3.8,0.43,79,Poor
5418,4519,3815,4.6,0.42,95,Poor
5419,1501,119,2.9,0.19,20,Poor
5420,1801,58,3.9,0.29,27,Poor
5421,2330,2330,4.3,0.45,18,Poor
5422,4850,4265,4.7,0.46,13,Poor
5423,4708,2757,4.8,0.39,86,Poor
5424,2984,2880,4.5,0.1,23,Average
5425,3784,1373,4.1,0.37,19,Poor
5426,3396,1163,3.6,0.05,31,Average
5427,1923,1627,2.8,0.45,73,Poor
5428,4584,2973,4.3,0.07,51,Average
5429,3853,1857,5.0,0.33,64,Poor
5430,2029,1166,4.3,0.31,94,Poor
5431,748,263,2.5,0.39,51,Poor
5432,1362,905,3.7,0.28,57,Poor
5433,3012,606,4.0,0.03,78,Average
5434,2988,2585,4.2,0.35,94,Poor
5435,4837,3112,4.3,0.19,91,Average
5436,2350,2257,3.9,0.16,9,Average
5437,3247,2982,3.1,0.5,69,Poor
5438,176,122,4.9,0.3,14,Poor
5439,1241,875,4.2,0.36,46,Poor
5440,2689,2533,3.1,0.26,90,Poor
5441,4439,2166,3.3,0.38,9,Poor
5442,3966,2055,4.8,0.38,20,Poor
5443,1416,849,4.7,0.33,18,Poor
5444,1069,1016,3.5,0.5,67,Poor
5445,4129,1736,2.6,0.23,21,Poor
5446,4564,4171,2.6,0.35,62,Poor
5447,4589,1745,3.2,0.4,37,Poor
5448,734,41,4.1,0.19,14,Average
5449,3679,2647,4.0,0.23,69,Poor
5450,2937,204,4.1,0.48,74,Poor
5451,1512,541,4.3,0.02,43,Average
5452,4136,2331,2.5,0.17,29,Poor
5453,2311,1268,2.8,0.24,23,Poor
5454,4230,1678,3.4,0.0,85,Poor
5455,2891,1081,2.9,0.45,93,Poor
5456,1817,1022,2.7,0.14,45,Poor
5457,4230,3247,4.1,0.13,3,Average
5458,3610,2368,4.5,0.41,5,Poor
5459,2162,2037,4.4,0.14,37,Average
5460,4808,3158,4.5,0.33,25,Poor
5461,676,664,4.2,0.41,18,Poor
5462,4209,413,4.3,0.4,1,Poor
5463,3464,1637,3.2,0.39,67,Poor
5464,1425,680,5.0,0.04,68,Average
5465,1231,1174,3.0,0.04,46,Poor
5466,540,88,3.0,0.15,98,Poor
5467,3779,3436,3.2,0.02,28,Poor
5468,3584,2829,4.9,0.25,63,Poor
5469,3346,339,5.0,0.2,79,Poor
5470,1990,196,4.5,0.28,11,Poor
5471,4458,603,4.1,0.15,84,Average
5472,1932,1572,3.8,0.24,72,Poor
5473,4958,601,4.9,0.17,10,Average
5474,3037,1787,4.2,0.1,7,Average
5475,3209,1576,4.9,0.32,59,Poor
5476,4825,1818,3.3,0.34,25,Poor
5477,4580,4226,3.3,0.41,31,Poor
5478,731,302,4.6,0.44,38,Poor
5479,1123,213,2.9,0.35,3,Poor
5480,2437,1090,4.9,0.34,97,Poor
5481,2444,2409,3.8,0.03,91,Average
5482,2743,2589,4.8,0.05,88,Average
5483,1420,1413,3.3,0.41,43,Poor
5484,4794,150,4.3,0.12,98,Average
5485,4390,1313,3.7,0.18,82,Average
5486,2206,1983,4.1,0.07,34,Average
5487,2630,80,3.8,0.1,50,Average
5488,4441,2231,4.9,0.39,50,Poor
5489,2209,1568,4.2,0.13,28,Average
5490,3298,291,3.1,0.22,77,Poor
5491,3781,1801,4.8,0.08,84,Average
5492,3879,2200,3.2,0.34,35,Poor
5493,1677,1287,3.4,0.36,77,Poor
5494,3522,3065,2.8,0.18,59,Poor
5495,77,69,4.7,0.39,14,Poor
5496,2035,57,3.2,0.12,50,Poor
5497,4203,3651,3.1,0.35,49,Poor
5498,1571,636,4.8,0.36,93,Poor
5499,346,78,4.5,0.48,54,Poor
5500,2231,1983,2.9,0.12,11,Poor
5501,3452,2566,4.4,0.05,49,Average
5502,2346,1938,4.8,0.13,61,Average
5503,2647,2634,2.7,0.06,4,Poor
5504,951,586,4.6,0.08,26,Average
5505,1148,923,3.9,0.17,78,Average
5506,1727,402,4.2,0.21,89,Poor
5507,2931,1431,3.7,0.45,8,Poor
5508,4916,104,4.2,0.1,34,Average
5509,1428,646,2.6,0.49,12,Poor
5510,1298,845,4.4,0.41,43,Poor
5511,3785,2360,2.6,0.44,45,Poor
5512,4291,3140,3.6,0.46,96,Poor
5513,1314,1110,2.9,0.38,97,Poor
5514,1957,806,4.6,0.39,67,Poor
5515,1108,148,3.3,0.22,76,Poor
5516,2799,2096,3.6,0.26,73,Poor
5517,2098,1588,3.6,0.47,52,Poor
5518,4298,3210,4.4,0.19,0,Average
5519,2526,711,3.7,0.02,10,Average
5520,4066,1980,4.5,0.38,49,Poor
5521,4653,4248,2.7,0.29,8,Poor
5522,3247,1228,3.0,0.41,37,Poor
5523,4636,3597,3.9,0.04,86,Average
5524,3603,665,4.9,0.31,12,Poor
5525,4490,2601,2.7,0.12,4,Poor
5526,1811,1284,2.6,0.45,24,Poor
5527,270,96,2.9,0.05,9,Poor
5528,4868,3807,4.1,0.42,4,Poor
5529,4673,535,3.5,0.04,21,Poor
5530,2938,2065,4.6,0.01,41,Average
5531,1714,979,2.7,0.12,88,Poor
5532,4036,2232,3.0,0.17,19,Poor
5533,4626,2994,3.3,0.31,27,Poor
5534,3027,952,4.1,0.07,20,Average
5535,1921,1683,4.2,0.22,10,Poor
5536,1512,576,2.8,0.1,92,Poor
5537,394,237,4.9,0.43,68,Poor
5538,94,27,3.4,0.02,36,Poor
5539,2118,1012,4.3,0.18,48,Average
5540,1564,1048,3.8,0.32,68,Poor
5541,2648,1711,3.1,0.46,32,Poor
5542,1051,776,4.6,0.43,44,Poor
5543,1083,874,4.5,0.45,99,Poor
5544,2090,668,3.5,0.03,7,Poor
5545,323,82,4.0,0.42,5,Poor
5546,2697,1011,3.1,0.39,14,Poor
5547,1829,1350,4.2,0.45,14,Poor
5548,4526,2074,3.3,0.16,8,Poor
5549,528,433,4.6,0.46,60,Poor
5550,565,534,3.0,0.2,55,Poor
5551,4336,1862,2.5,0.32,4,Poor
5552,1241,774,3.2,0.21,25,Poor
5553,2718,2140,3.0,0.21,86,Poor
5554,1461,29,3.8,0.27,79,Poor
5555,3330,1616,3.0,0.18,56,Poor
5556,321,69,4.4,0.4,34,Poor
5557,192,141,3.1,0.32,9,Poor
5558,3382,706,4.3,0.34,90,Poor
5559,837,532,3.9,0.12,79,Average
5560,1731,1009,5.0,0.48,20,Poor
5561,672,460,5.0,0.33,11,Poor
5562,3891,3129,4.7,0.1,8,Average
5563,3726,2769,4.4,0.38,15,Poor
5564,2622,610,3.5,0.09,72,Poor
5565,3310,1388,4.4,0.03,92,Average
5566,4762,2009,4.9,0.26,53,Poor
5567,116,101,2.6,0.28,22,Poor
5568,4336,3793,3.8,0.09,38,Average
5569,4666,2084,3.0,0.17,87,Poor
5570,1190,387,3.9,0.47,21,Poor
5571,2364,1359,3.7,0.14,54,Average
5572,2582,1540,3.9,0.08,30,Average
5573,3630,2788,3.9,0.5,73,Poor
5574,1237,977,4.9,0.15,46,Average
5575,4521,1596,3.9,0.34,26,Poor
5576,4798,134,4.6,0.12,97,Average
5577,3389,2167,3.3,0.28,47,Poor
5578,598,457,3.6,0.19,38,Average
5579,4137,1388,3.7,0.48,87,Poor
5580,122,112,3.2,0.22,20,Poor
5581,248,158,3.4,0.29,14,Poor
5582,3251,847,4.0,0.47,80,Poor
5583,1831,343,4.0,0.49,44,Poor
5584,621,321,4.1,0.05,18,Good
5585,840,313,3.4,0.42,52,Poor
5586,1688,1572,3.3,0.19,88,Poor
5587,1881,1877,4.0,0.3,54,Poor
5588,1905,987,2.8,0.19,85,Poor
5589,1224,93,3.1,0.2,48,Poor
5590,3790,503,2.6,0.08,77,Poor
5591,3327,35,2.7,0.29,60,Poor
5592,228,33,3.1,0.27,59,Poor
5593,2294,1379,2.5,0.09,91,Poor
5594,4136,1916,3.1,0.27,75,Poor
5595,784,535,4.1,0.49,90,Poor
5596,848,146,2.7,0.36,23,Poor
5597,837,537,3.6,0.24,85,Poor
5598,2845,148,4.8,0.46,38,Poor
5599,4354,530,4.5,0.29,60,Poor
5600,4638,442,3.3,0.07,99,Poor
5601,3134,2452,4.8,0.27,22,Poor
5602,2968,1926,3.3,0.09,71,Poor
5603,781,251,2.7,0.38,91,Poor
5604,1179,978,5.0,0.48,92,Poor
5605,3496,844,4.7,0.18,78,Average
5606,1655,1238,3.7,0.22,38,Poor
5607,3828,84,4.2,0.21,71,Poor
5608,2795,852,4.2,0.14,91,Average
5609,3220,634,3.0,0.4,96,Poor
5610,4739,3368,3.0,0.31,10,Poor
5611,2983,2048,3.7,0.03,41,Average
5612,1265,820,4.8,0.42,24,Poor
5613,374,297,2.5,0.09,33,Poor
5614,1900,1737,4.5,0.49,21,Poor
5615,1540,385,2.6,0.19,1,Poor
5616,943,535,3.7,0.31,50,Poor
5617,1440,1258,4.1,0.04,15,Good
5618,3439,2506,4.2,0.17,10,Average
5619,4289,1506,2.6,0.4,77,Poor
5620,4529,3318,3.5,0.24,95,Poor
5621,2313,394,4.0,0.45,85,Poor
5622,3482,1543,2.7,0.29,68,Poor
5623,2421,112,2.8,0.46,99,Poor
5624,3136,1620,4.2,0.49,86,Poor
5625,4362,1860,3.8,0.23,61,Poor
5626,1565,1499,2.9,0.28,18,Poor
5627,2967,1321,3.8,0.42,28,Poor
5628,2402,1641,4.8,0.11,41,Average
5629,1217,936,2.5,0.43,22,Poor
5630,160,114,4.1,0.3,59,Poor
5631,4377,1150,2.7,0.36,72,Poor
5632,3705,1433,2.5,0.04,17,Poor
5633,3843,1803,2.9,0.38,94,Poor
5634,1805,1569,3.6,0.16,80,Average
5635,1627,90,4.5,0.4,54,Poor
5636,1346,683,3.2,0.25,17,Poor
5637,3824,988,4.1,0.14,26,Average
5638,2270,2118,3.5,0.48,84,Poor
5639,1022,917,3.1,0.38,0,Poor
5640,1080,1007,3.8,0.49,95,Poor
5641,2643,2327,4.5,0.18,13,Average
5642,4042,3283,4.6,0.32,58,Poor
5643,4663,3865,4.6,0.31,77,Poor
5644,963,204,3.3,0.34,32,Poor
5645,2231,2225,4.5,0.02,35,Average
5646,3247,118,3.0,0.15,38,Poor
5647,1512,260,4.3,0.45,75,Poor
5648,2428,1534,4.9,0.21,44,Poor
5649,3504,221,2.5,0.48,24,Poor
5650,3603,653,3.6,0.11,14,Average
5651,1357,1139,4.1,0.5,19,Poor
5652,1239,765,4.3,0.35,33,Poor
5653,737,509,2.9,0.39,57,Poor
5654,4711,598,4.9,0.2,59,Poor
5655,1257,546,4.0,0.45,77,Poor
5656,1944,292,2.9,0.27,29,Poor
5657,4972,4901,2.6,0.34,12,Poor
5658,1861,1702,4.5,0.05,77,Average
5659,3233,472,2.7,0.32,92,Poor
5660,3847,1195,2.9,0.44,89,Poor
5661,1694,366,3.9,0.09,66,Average
5662,4018,835,4.0,0.37,88,Poor
5663,2766,433,4.2,0.01,90,Average
5664,240,34,3.5,0.46,44,Poor
5665,1385,450,4.4,0.49,39,Poor
5666,4853,1966,4.9,0.18,79,Average
5667,3156,1127,3.2,0.05,37,Poor
5668,428,211,4.3,0.33,74,Poor
5669,4532,60,4.8,0.01,92,Average
5670,3879,1907,4.2,0.24,46,Poor
5671,665,328,4.2,0.14,87,Average
5672,2380,155,3.1,0.24,28,Poor
5673,1804,125,3.8,0.01,33,Average
5674,513,26,3.9,0.03,10,Average
5675,1016,937,4.3,0.01,19,Good
5676,4317,1585,5.0,0.31,19,Poor
5677,3208,145,2.6,0.28,72,Poor
5678,3674,3448,2.7,0.12,55,Poor
5679,4988,408,2.7,0.32,22,Poor
5680,739,598,4.4,0.44,99,Poor
5681,2672,1578,2.8,0.14,90,Poor
5682,2262,1744,4.1,0.42,87,Poor
5683,432,93,3.3,0.33,24,Poor
5684,2306,1048,3.6,0.02,88,Average
5685,3860,1962,3.0,0.19,32,Poor
5686,3553,101,4.7,0.25,30,Poor
5687,1462,795,4.0,0.37,73,Poor
5688,1633,1010,4.9,0.14,78,Average
5689,421,21,3.9,0.49,0,Poor
5690,660,297,2.8,0.34,53,Poor
5691,165,91,2.9,0.19,15,Poor
5692,496,362,5.0,0.05,84,Average
5693,1441,243,4.3,0.09,58,Average
5694,3374,1627,2.6,0.24,65,Poor
5695,1390,1111,4.3,0.25,2,Poor
5696,4560,625,3.5,0.38,14,Poor
5697,2989,2086,3.3,0.36,31,Poor
5698,3749,659,2.9,0.1,49,Poor
5699,1123,116,4.6,0.3,90,Poor
5700,4863,4290,2.7,0.01,99,Poor
5701,3619,3429,3.2,0.2,98,Poor
5702,3200,1396,3.3,0.38,59,Poor
5703,1655,1434,2.9,0.2,87,Poor
5704,4707,367,3.8,0.42,7,Poor
5705,2344,20,2.5,0.49,6,Poor
5706,3712,82,3.3,0.3,3,Poor
5707,4532,1803,4.8,0.07,93,Average
5708,4847,3834,3.3,0.19,9,Poor
5709,1033,245,3.4,0.0,59,Poor
5710,401,38,3.7,0.3,24,Poor
5711,1774,50,3.9,0.41,41,Poor
5712,2001,864,4.5,0.31,46,Poor
5713,1329,652,3.0,0.39,95,Poor
5714,1957,43,4.7,0.4,95,Poor
5715,4898,1254,4.4,0.43,31,Poor
5716,1074,180,4.3,0.13,73,Average
5717,595,274,2.7,0.44,72,Poor
5718,4224,1614,2.6,0.33,24,Poor
5719,2431,2181,4.0,0.14,88,Average
5720,938,523,4.7,0.49,15,Poor
5721,1155,974,4.0,0.48,48,Poor
5722,2599,376,3.0,0.29,15,Poor
5723,2040,188,2.7,0.42,93,Poor
5724,4048,3615,4.2,0.13,37,Average
5725,3825,988,4.3,0.21,4,Poor
5726,2862,261,2.9,0.09,6,Poor
5727,970,394,2.6,0.26,76,Poor
5728,4695,4254,3.5,0.25,7,Poor
5729,2111,166,4.0,0.11,32,Average
5730,4537,562,4.3,0.34,61,Poor
5731,3689,711,4.5,0.06,73,Average
5732,3215,1045,4.0,0.03,83,Average
5733,4485,4070,2.8,0.19,31,Poor
5734,2694,1181,4.2,0.2,92,Poor
5735,4902,2971,5.0,0.16,0,Average
5736,1095,749,4.8,0.13,90,Average
5737,3606,3313,4.7,0.17,19,Average
5738,2731,2398,3.3,0.08,54,Poor
5739,3249,2684,4.4,0.2,62,Poor
5740,988,423,4.6,0.45,77,Poor
5741,4993,2575,4.2,0.11,78,Average
5742,491,423,3.1,0.34,5,Poor
5743,2600,1170,4.9,0.07,51,Average
5744,4275,1755,3.6,0.18,1,Average
5745,646,34,2.8,0.16,92,Poor
5746,1555,245,2.8,0.47,38,Poor
5747,911,884,4.1,0.21,31,Poor
5748,2690,764,3.6,0.35,50,Poor
5749,3781,2560,2.7,0.3,68,Poor
5750,1601,338,4.4,0.07,85,Average
5751,3286,1262,4.5,0.47,91,Poor
5752,1786,1320,4.3,0.17,31,Average
5753,1499,792,3.0,0.02,92,Poor
5754,314,209,4.2,0.15,2,Average
5755,2709,438,2.5,0.17,61,Poor
5756,2771,884,3.3,0.05,94,Poor
5757,1512,808,3.5,0.31,12,Poor
5758,4302,1891,4.6,0.17,69,Average
5759,1495,514,3.5,0.31,20,Poor
5760,2348,1082,2.5,0.0,60,Poor
5761,2975,2229,3.4,0.49,13,Poor
5762,1682,140,3.7,0.09,88,Average
5763,2424,2005,4.9,0.33,70,Poor
5764,562,148,4.9,0.36,21,Poor
5765,265,84,3.0,0.09,31,Poor
5766,3381,559,3.0,0.06,40,Poor
5767,2222,679,2.9,0.08,31,Poor
5768,3203,2499,4.5,0.12,41,Average
5769,1756,1108,2.5,0.08,51,Poor
5770,2156,1470,2.8,0.34,93,Poor
5771,1617,836,3.8,0.21,80,Poor
5772,2258,1964,3.1,0.27,53,Poor
5773,2381,1235,2.7,0.02,61,Poor
5774,2203,31,3.4,0.43,84,Poor
5775,1178,258,3.2,0.09,89,Poor
5776,3560,1915,3.8,0.18,42,Average
5777,4373,2520,4.9,0.04,2,Excellent
5778,3703,2450,2.8,0.07,37,Poor
5779,2415,67,3.4,0.33,80,Poor
5780,4947,2384,4.8,0.35,38,Poor
5781,2971,2276,4.7,0.34,69,Poor
5782,4617,773,3.5,0.28,84,Poor
5783,1129,1079,4.2,0.48,44,Poor
5784,3561,3554,2.7,0.25,45,Poor
5785,2791,573,4.3,0.22,12,Poor
5786,3070,422,4.9,0.12,51,Average
5787,278,126,3.8,0.05,8,Average
5788,220,58,3.7,0.27,56,Poor
5789,344,88,3.0,0.16,68,Poor
5790,4334,2247,4.1,0.26,42,Poor
5791,475,31,4.0,0.1,6,Average
5792,968,358,4.1,0.42,43,Poor
5793,3303,3010,2.6,0.5,43,Poor
5794,548,145,3.9,0.16,94,Average
5795,2859,82,4.0,0.42,67,Poor
5796,875,863,3.0,0.44,76,Poor
5797,3829,3173,3.0,0.5,43,Poor
5798,1908,1028,3.2,0.17,78,Poor
5799,2168,1862,4.3,0.38,39,Poor
5800,195,62,4.0,0.11,76,Average
5801,4615,2101,4.6,0.31,42,Poor
5802,3627,771,3.2,0.35,61,Poor
5803,242,116,4.8,0.37,42,Poor
5804,3938,68,4.4,0.1,89,Average
5805,101,37,3.5,0.42,18,Poor
5806,2460,1680,2.7,0.21,48,Poor
5807,1870,720,3.1,0.11,64,Poor
5808,3014,1100,4.9,0.27,76,Poor
5809,2571,2176,3.3,0.43,24,Poor
5810,1919,1560,3.3,0.48,83,Poor
5811,2618,2091,3.0,0.37,40,Poor
5812,1917,240,4.5,0.0,22,Average
5813,2788,2003,3.2,0.07,57,Poor
5814,3319,334,3.3,0.04,87,Poor
5815,3249,2361,3.5,0.05,42,Poor
5816,2629,1720,3.6,0.19,39,Average
5817,4055,3087,3.5,0.17,29,Poor
5818,4985,4753,3.8,0.06,33,Average
5819,290,286,4.5,0.44,9,Poor
5820,3490,2155,4.5,0.31,59,Poor
5821,4681,1669,4.5,0.4,0,Poor
5822,1457,1191,2.8,0.19,11,Poor
5823,3552,2824,4.5,0.21,45,Poor
5824,4088,3869,2.8,0.16,92,Poor
5825,132,108,2.8,0.22,74,Poor
5826,3818,2498,4.9,0.31,16,Poor
5827,1000,771,4.5,0.25,83,Poor
5828,660,261,3.9,0.42,57,Poor
5829,4719,2969,4.7,0.45,37,Poor
5830,3655,760,5.0,0.23,5,Poor
5831,4604,2276,4.0,0.12,61,Average
5832,3333,35,4.0,0.47,83,Poor
5833,2223,1005,4.4,0.37,73,Poor
5834,3534,3311,3.1,0.32,9,Poor
5835,1572,386,2.9,0.37,94,Poor
5836,2651,1272,4.4,0.04,25,Average
5837,2707,2507,3.4,0.03,57,Poor
5838,2209,709,2.8,0.08,16,Poor
5839,2499,1079,3.3,0.07,52,Poor
5840,3880,866,3.4,0.21,77,Poor
5841,171,169,4.9,0.08,4,Good
5842,4418,1663,4.2,0.43,66,Poor
5843,1367,1232,3.8,0.29,19,Poor
5844,4543,39,4.9,0.18,50,Average
5845,2568,695,4.8,0.03,45,Average
5846,1280,401,3.8,0.3,78,Poor
5847,1183,628,4.8,0.06,66,Average
5848,1351,162,3.5,0.37,2,Poor
5849,4084,81,3.1,0.4,22,Poor
5850,1960,1285,3.1,0.27,8,Poor
5851,1555,257,4.2,0.07,10,Good
5852,3235,1174,3.8,0.39,46,Poor
5853,1966,1648,4.1,0.15,48,Average
5854,4965,1646,4.2,0.11,43,Average
5855,3598,1166,2.6,0.24,12,Poor
5856,2807,1483,2.6,0.46,7,Poor
5857,2006,946,3.8,0.15,62,Average
5858,228,105,3.0,0.45,21,Poor
5859,946,438,4.1,0.03,37,Average
5860,1601,474,3.9,0.04,26,Average
5861,541,217,4.0,0.35,25,Poor
5862,110,45,3.3,0.1,22,Poor
5863,1127,905,4.1,0.16,94,Average
5864,2945,1044,4.6,0.07,92,Average
5865,4210,3423,5.0,0.17,64,Average
5866,3733,1255,4.6,0.14,73,Average
5867,635,106,3.9,0.37,46,Poor
5868,4010,684,3.0,0.35,60,Poor
5869,3820,881,4.2,0.48,45,Poor
5870,584,80,4.8,0.36,3,Poor
5871,3512,2864,3.0,0.35,30,Poor
5872,4061,2162,3.1,0.35,3,Poor
5873,3448,805,2.9,0.44,28,Poor
5874,2205,1596,4.3,0.15,72,Average
5875,1054,980,3.5,0.15,78,Poor
5876,2549,2364,2.7,0.37,43,Poor
5877,376,142,4.7,0.11,2,Average
5878,4753,3795,3.9,0.46,58,Poor
5879,2756,2466,3.3,0.27,78,Poor
5880,51,34,3.4,0.15,52,Poor
5881,1083,965,3.2,0.39,10,Poor
5882,2531,1274,3.6,0.16,5,Average
5883,174,41,3.3,0.48,46,Poor
5884,1154,421,3.9,0.49,6,Poor
5885,2749,149,4.4,0.33,67,Poor
5886,1911,311,4.2,0.06,84,Average
5887,2970,295,3.2,0.13,0,Poor
5888,178,163,3.8,0.26,55,Poor
5889,487,342,4.6,0.43,86,Poor
5890,4896,2993,2.7,0.09,76,Poor
5891,2598,74,2.7,0.05,42,Poor
5892,3179,2806,3.9,0.04,27,Average
5893,1271,1069,4.1,0.25,28,Poor
5894,951,460,3.0,0.44,17,Poor
5895,3218,784,4.4,0.02,86,Average
5896,4536,1240,4.1,0.11,91,Average
5897,3968,661,4.8,0.35,72,Poor
5898,1117,743,2.9,0.41,61,Poor
5899,76,53,4.4,0.4,5,Poor
5900,597,587,2.7,0.39,15,Poor
5901,2718,2634,3.9,0.06,0,Average
5902,616,295,3.9,0.2,21,Poor
5903,753,428,3.5,0.49,45,Poor
5904,4330,359,4.6,0.49,61,Poor
5905,3190,172,2.5,0.3,22,Poor
5906,1640,1608,3.8,0.35,20,Poor
5907,4993,1441,3.0,0.48,50,Poor
5908,4744,3071,4.4,0.22,94,Poor
5909,855,446,2.6,0.07,37,Poor
5910,3841,3070,4.6,0.33,27,Poor
5911,1407,223,4.6,0.48,43,Poor
5912,3275,1155,4.6,0.35,90,Poor
5913,3668,2392,2.9,0.4,38,Poor
5914,2176,969,4.1,0.21,41,Poor
5915,2510,1393,2.5,0.05,41,Poor
5916,595,454,4.6,0.08,59,Average
5917,2778,1323,4.3,0.49,56,Poor
5918,3784,390,3.8,0.25,76,Poor
5919,2612,2316,4.3,0.01,95,Average
5920,2129,722,2.7,0.48,6,Poor
5921,2691,1694,3.8,0.25,50,Poor
5922,3164,2145,3.2,0.42,96,Poor
5923,1976,938,4.9,0.27,76,Poor
5924,666,355,4.6,0.05,31,Average
5925,3694,69,4.3,0.31,6,Poor
5926,1253,104,4.8,0.5,75,Poor
5927,1809,1738,3.4,0.02,39,Poor
5928,2615,2071,4.8,0.42,14,Poor
5929,3224,1012,3.3,0.12,58,Poor
5930,3131,2384,4.3,0.2,84,Poor
5931,2680,1154,4.3,0.19,11,Average
5932,3211,1377,2.5,0.45,76,Poor
5933,4371,782,3.4,0.25,41,Poor
5934,719,152,2.5,0.22,38,Poor
5935,3218,2679,5.0,0.41,62,Poor
5936,2171,1024,2.8,0.02,1,Poor
5937,4128,3775,3.9,0.04,28,Average
5938,4201,2866,4.5,0.01,60,Average
5939,769,138,3.0,0.34,28,Poor
5940,2650,369,3.7,0.26,99,Poor
5941,3648,2984,4.0,0.44,37,Poor
5942,4719,706,2.9,0.25,6,Poor
5943,716,561,4.4,0.11,29,Average
5944,333,74,3.2,0.4,86,Poor
5945,3953,380,3.0,0.15,91,Poor
5946,3615,2775,3.9,0.47,55,Poor
5947,2284,2275,3.5,0.13,86,Poor
5948,4643,1713,4.8,0.08,35,Average
5949,1515,864,4.7,0.25,41,Poor
5950,179,104,3.7,0.03,92,Average
5951,4784,704,3.4,0.02,3,Poor
5952,2110,264,3.3,0.25,83,Poor
5953,3722,2939,3.2,0.11,4,Poor
5954,2544,1378,3.9,0.0,45,Average
5955,1042,231,4.5,0.15,74,Average
5956,2171,615,3.3,0.24,1,Poor
5957,2634,1176,3.0,0.2,53,Poor
5958,4246,3081,3.7,0.07,87,Average
5959,2273,1843,2.7,0.29,58,Poor
5960,4572,4465,4.3,0.36,32,Poor
5961,3238,2349,3.8,0.34,21,Poor
5962,3287,2360,3.7,0.2,46,Poor
5963,4186,1312,3.3,0.07,5,Poor
5964,4574,1904,4.8,0.25,23,Poor
5965,393,216,2.7,0.45,92,Poor
5966,4511,1580,4.7,0.23,48,Poor
5967,4754,1003,3.4,0.1,95,Poor
5968,4873,2087,4.7,0.05,93,Average
5969,2326,1883,4.3,0.47,50,Poor
5970,4970,1999,2.8,0.37,40,Poor
5971,3251,1756,4.6,0.16,66,Average
5972,938,424,4.2,0.15,88,Average
5973,2093,1158,2.6,0.45,91,Poor
5974,1391,720,2.8,0.09,78,Poor
5975,3770,3047,4.1,0.27,80,Poor
5976,2933,2093,4.2,0.36,1,Poor
5977,4262,3773,4.4,0.2,90,Poor
